pid	gid	pname
PWY-5989	Zm00001d036898	stearate biosynthesis II (bacteria and plants)
PWY-7416	Zm00001d042870	phospholipid remodeling (phosphatidylcholine, yeast)
PWY-7416	Zm00001d005831	phospholipid remodeling (phosphatidylcholine, yeast)
PWY-7416	Zm00001d020647	phospholipid remodeling (phosphatidylcholine, yeast)
PWY-7416	Zm00001d011927	phospholipid remodeling (phosphatidylcholine, yeast)
PWY-7416	Zm00001d026549	phospholipid remodeling (phosphatidylcholine, yeast)
PWY-7416	Zm00001d017584	phospholipid remodeling (phosphatidylcholine, yeast)
PWY-7416	Zm00001d031815	phospholipid remodeling (phosphatidylcholine, yeast)
PWY-7416	Zm00001d007623	phospholipid remodeling (phosphatidylcholine, yeast)
PWY-7416	Zm00001d048841	phospholipid remodeling (phosphatidylcholine, yeast)
PWY-7416	Zm00001d040916	phospholipid remodeling (phosphatidylcholine, yeast)
PWY-7416	Zm00001d033256	phospholipid remodeling (phosphatidylcholine, yeast)
PWY-7416	Zm00001d034340	phospholipid remodeling (phosphatidylcholine, yeast)
PWY-7416	Zm00001d007618	phospholipid remodeling (phosphatidylcholine, yeast)
PWY-7416	Zm00001d014386	phospholipid remodeling (phosphatidylcholine, yeast)
PWY-7416	Zm00001d000203	phospholipid remodeling (phosphatidylcholine, yeast)
PWY-7416	Zm00001d033683	phospholipid remodeling (phosphatidylcholine, yeast)
PWY-7416	Zm00001d013461	phospholipid remodeling (phosphatidylcholine, yeast)
PWY-7416	Zm00001d051836	phospholipid remodeling (phosphatidylcholine, yeast)
PWY-7416	Zm00001d031053	phospholipid remodeling (phosphatidylcholine, yeast)
PWY-7416	Zm00001d007604	phospholipid remodeling (phosphatidylcholine, yeast)
PWY-7416	Zm00001d031811	phospholipid remodeling (phosphatidylcholine, yeast)
PWY-7416	Zm00001d028482	phospholipid remodeling (phosphatidylcholine, yeast)
PWY-7416	Zm00001d007620	phospholipid remodeling (phosphatidylcholine, yeast)
PWY-7416	Zm00001d033254	phospholipid remodeling (phosphatidylcholine, yeast)
PWY-7416	Zm00001d052616	phospholipid remodeling (phosphatidylcholine, yeast)
PWY-7416	Zm00001d041481	phospholipid remodeling (phosphatidylcholine, yeast)
PWY-7416	Zm00001d031814	phospholipid remodeling (phosphatidylcholine, yeast)
PWY-7416	Zm00001d005911	phospholipid remodeling (phosphatidylcholine, yeast)
PWY-7416	Zm00001d052923	phospholipid remodeling (phosphatidylcholine, yeast)
PWY-7416	Zm00001d007616	phospholipid remodeling (phosphatidylcholine, yeast)
PWY-7416	Zm00001d031813	phospholipid remodeling (phosphatidylcholine, yeast)
PWY-7416	Zm00001d029412	phospholipid remodeling (phosphatidylcholine, yeast)
PWY-7416	Zm00001d018554	phospholipid remodeling (phosphatidylcholine, yeast)
PWY-7416	Zm00001d028505	phospholipid remodeling (phosphatidylcholine, yeast)
PWY-7416	Zm00001d007079	phospholipid remodeling (phosphatidylcholine, yeast)
PWY-6233	Zm00001d008957	jasmonoyl-amino acid conjugates biosynthesis II
PWY-6233	Zm00001d039345	jasmonoyl-amino acid conjugates biosynthesis II
PWY-6233	Zm00001d009714	jasmonoyl-amino acid conjugates biosynthesis II
PWY-6233	Zm00001d011377	jasmonoyl-amino acid conjugates biosynthesis II
PWY-6233	Zm00001d039346	jasmonoyl-amino acid conjugates biosynthesis II
PWY-5469	Zm00001d020105	sesamin biosynthesis
PWY-581	Zm00001d041402	indole-3-acetate biosynthesis II
PWY-581	Zm00001d011764	indole-3-acetate biosynthesis II
PWY-581	Zm00001d008255	indole-3-acetate biosynthesis II
PWY-581	Zm00001d039323	indole-3-acetate biosynthesis II
PWY-581	Zm00001d044069	indole-3-acetate biosynthesis II
PWY-581	Zm00001d047670	indole-3-acetate biosynthesis II
PWY-581	Zm00001d030975	indole-3-acetate biosynthesis II
PWY-581	Zm00001d023718	indole-3-acetate biosynthesis II
PWY-581	Zm00001d005602	indole-3-acetate biosynthesis II
PWY-581	Zm00001d000445	indole-3-acetate biosynthesis II
PWY-581	Zm00001d025005	indole-3-acetate biosynthesis II
PWY-581	Zm00001d027759	indole-3-acetate biosynthesis II
PWY-581	Zm00001d004467	indole-3-acetate biosynthesis II
PWY-581	Zm00001d049078	indole-3-acetate biosynthesis II
PWY-581	Zm00001d030871	indole-3-acetate biosynthesis II
PWY-581	Zm00001d049077	indole-3-acetate biosynthesis II
PWY-581	Zm00001d019527	indole-3-acetate biosynthesis II
PWY-581	Zm00001d035294	indole-3-acetate biosynthesis II
PWY-581	Zm00001d005439	indole-3-acetate biosynthesis II
PWY-581	Zm00001d006886	indole-3-acetate biosynthesis II
PWY-581	Zm00001d013463	indole-3-acetate biosynthesis II
PWY-581	Zm00001d033682	indole-3-acetate biosynthesis II
PWY-581	Zm00001d018098	indole-3-acetate biosynthesis II
PWY-581	Zm00001d032299	indole-3-acetate biosynthesis II
PWY-581	Zm00001d017352	indole-3-acetate biosynthesis II
PWY-581	Zm00001d024665	indole-3-acetate biosynthesis II
PWY-581	Zm00001d049601	indole-3-acetate biosynthesis II
PWY-581	Zm00001d048758	indole-3-acetate biosynthesis II
PWY-581	Zm00001d024664	indole-3-acetate biosynthesis II
PWY-581	Zm00001d037674	indole-3-acetate biosynthesis II
PWY-581	Zm00001d037498	indole-3-acetate biosynthesis II
PWY-581	Zm00001d041648	indole-3-acetate biosynthesis II
PWY-581	Zm00001d039691	indole-3-acetate biosynthesis II
PWY-84	Zm00001d052915	resveratrol biosynthesis
PWY-84	Zm00001d019478	resveratrol biosynthesis
PWY-1782	Zm00001d033580	superpathway of indole-3-acetate conjugate biosynthesis
PWY-6237	Zm00001d029626	nucleobase ascorbate transport I
PWY-6237	Zm00001d030465	nucleobase ascorbate transport I
PWY-6237	Zm00001d035993	nucleobase ascorbate transport I
PWY-6237	Zm00001d033585	nucleobase ascorbate transport I
PWY-5484	Zm00001d004386	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d052233	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d043086	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d012518	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d029413	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d049270	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d029025	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d042727	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d036552	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d010172	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d046942	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d028562	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d010375	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d020866	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d049731	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d043563	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d039499	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d008816	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d008406	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d047033	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d038775	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d028635	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d027799	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d025659	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d040183	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d005756	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d032172	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d036206	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d037910	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d033002	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d045326	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d028395	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d028270	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d008491	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d053015	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d037333	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d042453	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d046553	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d012103	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d003968	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d023559	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d040084	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d051622	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d009835	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d006221	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d033237	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d039865	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d030216	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d024005	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d021310	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d008619	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d012407	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d040375	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d029307	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d009524	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d027488	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d015383	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d003429	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d021798	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d049641	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d025607	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d016297	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d053798	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d024575	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d006862	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d051001	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d019945	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d025599	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d017121	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d035156	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d015885	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d025593	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d010672	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d032867	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d043194	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d015376	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d038579	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d041697	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d039777	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d036858	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d023880	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d018021	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d037501	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d041588	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d047843	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d005345	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d028554	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d036086	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d028556	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d014104	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d020309	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d005674	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d000452	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d004765	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d030373	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d045431	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d037152	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d052494	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d023379	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d034443	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d043986	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d049049	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d001831	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d026619	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d040446	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d028983	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d033405	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d030020	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d018961	glycolysis II (from fructose 6-phosphate)
PWY-5484	Zm00001d047054	glycolysis II (from fructose 6-phosphate)
PWY-1001	Zm00001d012744	cellulose biosynthesis
PWY-1001	Zm00001d051165	cellulose biosynthesis
PWY-1001	Zm00001d020792	cellulose biosynthesis
PWY-1001	Zm00001d034554	cellulose biosynthesis
PWY-1001	Zm00001d041972	cellulose biosynthesis
PWY-1001	Zm00001d045371	cellulose biosynthesis
PWY-1001	Zm00001d015409	cellulose biosynthesis
PWY-1001	Zm00001d043593	cellulose biosynthesis
PWY-1001	Zm00001d030147	cellulose biosynthesis
PWY-1001	Zm00001d047665	cellulose biosynthesis
PWY-1001	Zm00001d005775	cellulose biosynthesis
PWY-1001	Zm00001d031524	cellulose biosynthesis
PWY-1001	Zm00001d004318	cellulose biosynthesis
PWY-1001	Zm00001d048089	cellulose biosynthesis
PWY-1001	Zm00001d017517	cellulose biosynthesis
PWY-1001	Zm00001d020852	cellulose biosynthesis
PWY-1001	Zm00001d032776	cellulose biosynthesis
PWY-1001	Zm00001d036900	cellulose biosynthesis
PWY-1001	Zm00001d039660	cellulose biosynthesis
PWY-1001	Zm00001d024776	cellulose biosynthesis
PWY-1001	Zm00001d034553	cellulose biosynthesis
PWY-1001	Zm00001d034203	cellulose biosynthesis
PWY-1001	Zm00001d014987	cellulose biosynthesis
PWY-1001	Zm00001d034843	cellulose biosynthesis
PWY-1001	Zm00001d046443	cellulose biosynthesis
PWY-1001	Zm00001d050413	cellulose biosynthesis
PWY-1001	Zm00001d032957	cellulose biosynthesis
PWY-1001	Zm00001d053180	cellulose biosynthesis
PWY-1001	Zm00001d027545	cellulose biosynthesis
PWY-1001	Zm00001d019507	cellulose biosynthesis
PWY-1001	Zm00001d005517	cellulose biosynthesis
PWY-1001	Zm00001d017370	cellulose biosynthesis
PWY-1001	Zm00001d009795	cellulose biosynthesis
PWY-1001	Zm00001d029309	cellulose biosynthesis
PWY-1001	Zm00001d004829	cellulose biosynthesis
PWY-1001	Zm00001d043477	cellulose biosynthesis
PWY-1001	Zm00001d046127	cellulose biosynthesis
PWY-1001	Zm00001d010352	cellulose biosynthesis
PWY-1001	Zm00001d021622	cellulose biosynthesis
PWY-1001	Zm00001d037636	cellulose biosynthesis
PWY-1001	Zm00001d035350	cellulose biosynthesis
PWY-1001	Zm00001d005982	cellulose biosynthesis
PWY-1001	Zm00001d006151	cellulose biosynthesis
PWY-1001	Zm00001d005451	cellulose biosynthesis
PWY-1001	Zm00001d032577	cellulose biosynthesis
PWY-1001	Zm00001d017895	cellulose biosynthesis
PWY-1001	Zm00001d020531	cellulose biosynthesis
PWY-1001	Zm00001d019317	cellulose biosynthesis
PWY-1001	Zm00001d021045	cellulose biosynthesis
PWY-1001	Zm00001d021586	cellulose biosynthesis
PWY-1001	Zm00001d029310	cellulose biosynthesis
PWY-1001	Zm00001d003676	cellulose biosynthesis
PWY-1001	Zm00001d005478	cellulose biosynthesis
PWY-1001	Zm00001d034770	cellulose biosynthesis
PWY-1001	Zm00001d046691	cellulose biosynthesis
PWY-1001	Zm00001d002242	cellulose biosynthesis
PWY-1001	Zm00001d005250	cellulose biosynthesis
PWY-1001	Zm00001d019149	cellulose biosynthesis
PWY-1001	Zm00001d053980	cellulose biosynthesis
PWY-1001	Zm00001d038676	cellulose biosynthesis
PWY-1001	Zm00001d020560	cellulose biosynthesis
PWY-1001	Zm00001d043336	cellulose biosynthesis
PWY-1001	Zm00001d034205	cellulose biosynthesis
PWY-1001	Zm00001d013168	cellulose biosynthesis
PWY-1001	Zm00001d049336	cellulose biosynthesis
PWY-1001	Zm00001d003490	cellulose biosynthesis
PWY-1001	Zm00001d012666	cellulose biosynthesis
PWY-1001	Zm00001d009737	cellulose biosynthesis
PWY-1001	Zm00001d024178	cellulose biosynthesis
PWY-1001	Zm00001d010955	cellulose biosynthesis
PWY-6624	Zm00001d002365	salicylate glucosides biosynthesis III
PWY-6624	Zm00001d048106	salicylate glucosides biosynthesis III
PWY-6624	Zm00001d044106	salicylate glucosides biosynthesis III
PWY-181	Zm00001d040457	photorespiration
PWY-181	Zm00001d012247	photorespiration
PWY-181	Zm00001d007237	photorespiration
PWY-181	Zm00001d030859	photorespiration
PWY-181	Zm00001d002554	photorespiration
PWY-181	Zm00001d042661	photorespiration
PWY-181	Zm00001d049234	photorespiration
PWY-181	Zm00001d009738	photorespiration
PWY-181	Zm00001d019077	photorespiration
PWY-181	Zm00001d047085	photorespiration
PWY-181	Zm00001d000064	photorespiration
PWY-181	Zm00001d015378	photorespiration
PWY-181	Zm00001d053800	photorespiration
PWY-181	Zm00001d048974	photorespiration
PWY-181	Zm00001d031403	photorespiration
PWY-181	Zm00001d031402	photorespiration
PWY-181	Zm00001d031364	photorespiration
PWY-181	Zm00001d031379	photorespiration
PWY-181	Zm00001d031349	photorespiration
PWY-181	Zm00001d014919	photorespiration
PWY-181	Zm00001d004451	photorespiration
PWY-181	Zm00001d024906	photorespiration
PWY-181	Zm00001d005489	photorespiration
PWY-181	Zm00001d027450	photorespiration
PWY-181	Zm00001d018790	photorespiration
PWY-181	Zm00001d008883	photorespiration
PWY-181	Zm00001d024907	photorespiration
PWY-181	Zm00001d018639	photorespiration
PWY-181	Zm00001d035737	photorespiration
PWY-181	Zm00001d034887	photorespiration
PWY-181	Zm00001d025747	photorespiration
PWY-5921	Zm00001d002104	glutaminyl-tRNA<sup>gln</sup> biosynthesis via transamidation
PWY-5921	Zm00001d004287	glutaminyl-tRNA<sup>gln</sup> biosynthesis via transamidation
PWY-5921	Zm00001d052622	glutaminyl-tRNA<sup>gln</sup> biosynthesis via transamidation
PWY-5921	Zm00001d052660	glutaminyl-tRNA<sup>gln</sup> biosynthesis via transamidation
PWY-5921	Zm00001d004288	glutaminyl-tRNA<sup>gln</sup> biosynthesis via transamidation
PWY-922	Zm00001d052050	mevalonate pathway I
PWY-922	Zm00001d021709	mevalonate pathway I
PWY-922	Zm00001d010274	mevalonate pathway I
PWY-922	Zm00001d038193	mevalonate pathway I
PWY-922	Zm00001d002411	mevalonate pathway I
PWY-922	Zm00001d033945	mevalonate pathway I
PWY-922	Zm00001d018377	mevalonate pathway I
PWY-922	Zm00001d047906	mevalonate pathway I
PWY-922	Zm00001d017827	mevalonate pathway I
PWY-922	Zm00001d054037	mevalonate pathway I
PWY-922	Zm00001d054008	mevalonate pathway I
PWY-922	Zm00001d052903	mevalonate pathway I
PWY-922	Zm00001d019071	mevalonate pathway I
PWY-922	Zm00001d017826	mevalonate pathway I
PWY-922	Zm00001d006040	mevalonate pathway I
PWY-922	Zm00001d001873	mevalonate pathway I
PWY-922	Zm00001d023743	mevalonate pathway I
PWY-922	Zm00001d030595	mevalonate pathway I
PWY-922	Zm00001d013650	mevalonate pathway I
PWY-922	Zm00001d050972	mevalonate pathway I
PWY-922	Zm00001d030831	mevalonate pathway I
PWY-922	Zm00001d021984	mevalonate pathway I
PWY-922	Zm00001d051626	mevalonate pathway I
PWY-922	Zm00001d020963	mevalonate pathway I
PWY-922	Zm00001d027383	mevalonate pathway I
PWY-922	Zm00001d006166	mevalonate pathway I
PWY-922	Zm00001d021201	mevalonate pathway I
PWY-922	Zm00001d008432	mevalonate pathway I
PWY-922	Zm00001d031212	mevalonate pathway I
PWY-922	Zm00001d047224	mevalonate pathway I
PWY-922	Zm00001d029416	mevalonate pathway I
PWY-922	Zm00001d019873	mevalonate pathway I
GLYCOLYSIS	Zm00001d004386	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d052233	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d043086	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d012518	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d029413	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d049270	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d029025	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d042727	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d036552	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d010172	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d046942	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d028562	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d010482	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d034256	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d014644	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d005925	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d020771	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d010375	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d020866	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d049731	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d043563	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d039499	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d008816	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d008406	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d047033	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d038775	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d028635	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d027799	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d025659	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d040183	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d005756	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d032172	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d036206	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d037910	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d033002	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d045326	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d028395	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d028270	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d008491	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d053015	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d037333	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d042453	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d046553	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d012103	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d003968	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d023559	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d040084	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d051622	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d009835	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d006221	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d033237	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d039865	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d030216	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d024005	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d021310	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d008619	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d012407	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d040375	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d029307	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d009524	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d027488	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d015383	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d003429	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d021798	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d049641	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d025607	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d016297	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d053798	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d024575	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d006862	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d051001	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d019945	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d025599	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d017121	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d035156	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d015885	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d025593	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d010672	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d032867	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d043194	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d015376	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d038579	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d041697	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d039777	glycolysis I (from glucose 6-phosphate)
GLYCOLYSIS	Zm00001d036858	glycolysis I (from glucose 6-phosphate)
